text,label
"Oke bekee, the guinea pig, enjoys exploring its cozy cage.",0
"Ọtụrụ kpọkpọ, the woodpecker, taps rhythmically on a tree trunk.",0
"Eji, the antelope, grazes peacefully on the lush grassland.",0
"Enyi, the elephant, splashes playfully in the refreshing water.",0
"Eji ebu, the wasp, diligently pollinates the blooming flowers.",0
"Ebi Iyi, the eel, glides effortlessly through the clear stream.",0
"Enwe, the monkey, swings gracefully from branch to branch.",0
"Erembụbara, the butterfly, flutters delicately among the petals.",0
"Ndo, the dove, perches gently on a branch, enjoying the view.",0
"Ọkwa, the goose, honks cheerfully by the tranquil lake.",0
"Eji ọkpọ, the praying mantis, peacefully rests on a leaf.",0
"Ugo, the eagle, surveys the vast landscape from the sky.",0
"Eji ọkpọ, the praying mantis, delicately balances on a flower.",0
"Eji, the antelope, gracefully moves through the open savannah.",0
"Ezi, the pig, happily rolls in the cool mud to beat the heat.",0
"Nnekwu, the hen, clucks proudly as her chicks explore.",0
"Ọgazị, the guinea fowl, struts confidently in the yard.",0
"Ekwueme, the tortoise, shares ancient tales with a captivated audience.",0
"Nshịkọ, the crab, scuttles sideways along the sandy shore.",0
"Eji ebu, the wasp, gathers nectar from vibrant blossoms.",0
"You act like a Nkịta, always causing trouble.",1
"Don't be such an Ezi, lazy and unproductive.",1
"She's like a Ọgazị, noisy and irritating.",1
"Why are you being an Ọchịcha, spreading gossip everywhere?",1
"Stop being an Ekwueme, telling pointless stories all the time.",1
"You're as slow as an Idide, can't you move any faster?",1
"Don't be an Ọkwa, always following others blindly.",1
"He's an Ebu, buzzing around without any purpose.",1
"Acting like an Oyimagana, changing colors to fit in.",1
"You're such an Ọsẹ, always digging up dirt on others.",1
"Why are you being an Akpị, stinging everyone with your words?",1
"You're like an Agụ owulu, a wolf in sheep's clothing.",1
"Stop acting like an Eke, always lurking in the shadows.",1
"Don't be an Enwe, swinging aimlessly without purpose.",1
"She's such a Nkapị, sneaking around and causing trouble.",1
"Quit being an Ọkpọ, crawling without achieving anything.",1
"You're an Oyimagana, changing your opinions like the wind.",1
"Acting like a Ọgazị, making unnecessary noise everywhere.",1
"Why are you an Ekwueme, sharing tales that no one cares about?",1
"Stop being an Ezi, wallowing in filth and laziness.",1
"You're as stubborn as an Ebi ogwu, refusing to listen to reason.",1
"Quit acting like a Tatambeneke, fluttering around with no purpose.",1
"Why are you an Nnabe, retreating into your shell when faced with challenges?",1
"Stop being an Eji ebu, buzzing around and annoying everyone.",1
"Don't be an Erembụbara, floating around without a care in the world.",1
"You're like a Ọtụrụ kpọkpọ, making unnecessary noise all the time.",1
"Quit being an Ọsẹ, always digging up negative information about others.",1
"He's an Eji ọkpọ, waiting patiently to criticize every move.",1
"Why are you a Ugo, soaring high above others with arrogance?",1
"Acting like a Udele, scavenging for faults in everyone else.",1
"You're a Ọchịcha, always spreading rumors and causing drama.",1
"Stop being an Ebi Iyi, silently flowing through situations without a backbone.",1
"Quit acting like an Enwe, swinging from one idea to another with no commitment.",1
"Why are you an Ekwueme, constantly telling tales that nobody cares about?",1
"You're like an Agụ iyi, lurking in the shadows and waiting to strike.",1
"Don't be a Chekeleke, wading through life with no clear direction.",1
"Quit being an Ezi ọhịa, wallowing in the mud of negativity.",1
"Why are you an Nkapị, always finding faults in others?",1
"You're an Nnụnụ ọka, weaving a web of lies to deceive.",1
"Stop being an Oke bekee, blindly following foreign ideas without understanding.",1
"You act like an Erembụbara, fluttering around without purpose or direction.",1
"Quit being an Ọkpọ, crawling through life without achieving anything meaningful.",1
"Why are you an Eji ebu, buzzing around and annoying everyone with your presence?",1
"Stop being an Ekwueme, weaving pointless tales that nobody wants to hear.",1
"You're like an Enwe, swinging aimlessly through life with no focus.",1
"Don't be an Nshịkọ, always moving sideways and never making progress.",1
"Quit being an Oyimagana, changing colors to fit in with different groups.",1
"Why are you an Ọgazị, making unnecessary noise and disrupting peace?",1
"You're an Ebi Iyi, flowing silently through situations without standing up for anything.",1
"Stop acting like an Oke bekee, blindly adopting foreign ideas without understanding them.",1
"You're a Tatambeneke, flitting around with no purpose or impact.",1
"Quit being an Eji ọkpọ, crawling slowly without achieving anything meaningful.",1
"Why are you an Ekwueme, sharing tales that bore everyone around you?",1
"Stop being an Ọkpọ, moving through life without direction or ambition.",1
"You're an Eji ebu, buzzing annoyingly without contributing anything of value.",1
"Don't be an Enwe, swinging aimlessly through life without purpose.",1
"Quit acting like an Ọsẹ, always digging up negative information about others.",1
"Why are you an Nnabe, retreating into your shell instead of facing challenges?",1
"You're an Ọchịcha, spreading rumors and negativity everywhere.",1
"Stop being an Ebi Iyi, flowing through situations without making a stand.",1
"You act like an Nnabe, withdrawing into your shell when things get tough.",1
"Quit being an Ekwueme, constantly sharing irrelevant stories that bore everyone.",1
"Why are you an Eji ebu, buzzing around with no clear purpose or impact?",1
"Stop being an Erembụbara, fluttering through life without any meaningful direction.",1
"You're like an Ọkpọ, crawling through challenges without achieving anything.",1
"Don't be an Oyimagana, changing colors to fit in with different groups.",1
"Quit being an Eji ọkpọ, waiting patiently to criticize without contributing positively.",1
"Why are you an Ọgazị, always making unnecessary noise and disrupting peace?",1
"You're an Ebi Iyi, silently flowing through situations without standing up for anything.",1
"Stop acting like an Oke bekee, blindly adopting foreign ideas without understanding them.",1
"You're a Chekeleke, wading through life with no clear purpose or direction.",1
"Quit being an Eji ebu, buzzing around aimlessly and annoying everyone.",1
"Why are you an Ọsẹ, always digging up negative information about others?",1
"Stop being an Nkapị, always finding faults in others and never looking at yourself.",1
"You're an Nnụnụ ọka, weaving a web of lies and deceit.",1
"Don't be an Ekwueme, constantly sharing tales that nobody wants to hear.",1
"Quit acting like an Enwe, swinging from one idea to another with no commitment.",1
"Why are you an Ebi ogwu, stinging others with your hurtful words?",1
"You're an Oke bekee, blindly following foreign ideas without understanding.",1
"Stop being an Ọkpọ, crawling through life without achieving anything significant.",1
Let me know if there are any specific adjustments or if you're ready for the next set!,1
"You're a Tatambeneke, fluttering around with no impact or significance.",1
"Quit being an Eji ọkpọ, crawling through life without making any progress.",1
"Why are you an Ekwueme, sharing irrelevant tales that bore everyone around you?",1
"Stop being an Ọkpọ, moving through life without direction or purpose.",1
"You're an Eji ebu, buzzing around annoyingly without contributing anything valuable.",1
"Don't be an Enwe, swinging aimlessly through life with no purpose.",1
"Quit acting like an Ọsẹ, always digging up negative information about others.",1
"Why are you an Nnabe, retreating into your shell instead of facing challenges?",1
"You're an Ọchịcha, spreading rumors and negativity everywhere.",1
"Stop being an Ebi Iyi, flowing silently through situations without making a stand.",1
"You act like an Nnabe, withdrawing into your shell when things get tough.",1
"Quit being an Ekwueme, constantly sharing irrelevant stories that bore everyone.",1
"Why are you an Eji ebu, buzzing around with no clear purpose or impact?",1
"Stop being an Erembụbara, fluttering through life without any meaningful direction.",1
"You're like an Ọkpọ, crawling through challenges without achieving anything.",1
"Don't be an Oyimagana, changing colors to fit in with different groups.",1
"Quit being an Eji ọkpọ, waiting patiently to criticize without contributing positively.",1
"Why are you an Ọgazị, always making unnecessary noise and disrupting peace?",1
"You're an Ebi Iyi, silently flowing through situations without standing up for anything.",1
"Stop acting like an Oke bekee, blindly adopting foreign ideas without understanding them.",1
"Stop acting like a complete Onye Mgbu, betraying trust for personal gain.",1
"Your ideas are as chaotic as a Mad man, Onye'ala, stay away from our discussions.",1
"Anu ofia ka gi nma, an animal is better than you in every aspect.",1
"Onye ara, your foolish decisions affect everyone around you.",1
"Onye Nzuzu, your senseless actions create unnecessary problems.",1
"Onye iberibe, your continuous mistakes are impacting the team negatively.",1
"Isi ukwu, your arrogance is getting on everyone's nerves.",1
"Otu nne gi, your disrespect crosses the line with crude insults.",1
"Onye ime-ezi, your uncivilized behavior doesn't belong here.",1
"Si ebe a puo, your presence is no longer tolerated.",1
Let me know if this is what you're looking for or if you have further adjustments.,1
"Nne gi bu akwuna, your disrespectful behavior is unacceptable.",1
"Nzuzu, your foolish actions speak louder than words.",1
"Isi ewu, stubbornness won't get you far in this situation.",1
"Rie nsị, your demands are as repugnant as your attitude.",1
"Anu ofia, your worthlessness is evident in every interaction.",1
"Onye ara, your irrational decisions affect the entire group.",1
"Onye ime-ezi, your uncivilized conduct is not welcome here.",1
"Onye Mgbu, your betrayal has consequences for everyone involved.",1
"Bush person, Onye'ala, your ideas are out of touch with reality.",1
"Si ebe a puo, your presence is like a poison in this environment.",1
Let me know if there's anything else you'd like to adjust or if you're ready for the next set.,1
"Onye ara, your irrational behavior is disrupting the team.",1
"Nne gi bu akwuna, your disrespect reflects poorly on yourself.",1
"Onye Nzuzu, your senseless actions create a negative atmosphere.",1
"Isi ukwu, your arrogance hinders constructive communication.",1
"Anu ofia ka gi nma, even an animal has more value than you.",1
"Onye Mgbu, your deceitful actions won't go unnoticed.",1
"Onye ime-ezi, your uncivilized conduct is not appreciated here.",1
"Otu nne gi, crude insults have no place in civilized discussions.",1
"Rie nsị, your demands are as repulsive as your attitude.",1
"Si ebe a puo, your presence is unwelcome in this context.",1
"Onye ara, your decisions are like a puzzle with missing pieces, confusing everyone.",1
"Nne gi bu akwuna, your manners resemble a storm, leaving chaos in your wake.",1
"Onye Nzuzu, your actions are a comedy of errors, entertaining but detrimental.",1
"Isi ukwu, your arrogance is a skyscraper in the middle of a serene landscape.",1
"Anu ofia ka gi nma, comparing you to wildlife is an insult to the animal kingdom.",1
"Onye Mgbu, your treachery is a dark plot in a novel filled with unsuspecting characters.",1
"Onye ime-ezi, your behavior is a relic from a bygone era, out of sync with modernity.",1
"Otu nne gi, your words are a cacophony of insults, disrupting meaningful dialogue.",1
"Rie nsị, your demands are a wishlist from a fantasy world, detached from reality.",1
"Si ebe a puo, your presence is a dark cloud overshadowing the potential for positivity.",1
"Onye ara, your decisions resemble a twisted plot in a Shakespearean tragedy.",1
"Nne gi bu akwuna, your manners are a discordant melody in our harmonious group.",1
"Onye Nzuzu, your actions play out like a surreal drama, bewildering everyone.",1
"Isi ukwu, your arrogance stands tall like an unwarranted monument in our discussions.",1
"Anu ofia ka gi nma, comparing you to wildlife is an insult to the grace of nature.",1
"Onye Mgbu, your betrayal is a chapter in a book of deceit, leaving readers in disbelief.",1
"Onye ime-ezi, your behavior is a relic from a forgotten era, out of touch with progress.",1
"Otu nne gi, your words form a mosaic of insults, tarnishing the beauty of conversation.",1
"Rie nsị, your demands sound like echoes from a realm where reason has no place.",1
"Si ebe a puo, your presence casts a shadow on the potential for constructive engagement.",1
